STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY, TOTAL_COST , TOTAL_COST ,SHIP_DATE
TX,LARYNGOSCOPE BLADES,651500BLADES,5,350.00," $1,750.00 ",01/12/2011
TX,LARYNGOSCOPE BLADES,651500BLADES,4,350.00," $1,400.00 ",01/12/2011
TX,LARYNGOSCOPE BLADES,651500BLADES,1,350.00, $350.00 ,01/12/2011
AZ,LARYNGOSCOPE BAG,6515DSSCOPE00,2, 50.00 , $100.00 ,30/07/2012
AL,LARYNGOSCOPE  FLEXIBLE   INTU,651500LARYNGO,1, 7607.50 ," $7,607.50 ",01/03/2012
AL,LARYNGOSCOPE       ,6515003460480,30, 58.04 ," $1,741.20 ",08/06/2012
AZ,LARYNGOSCOPE       ,6515006165052,9, 77.43 , $696.87 ,30/07/2012
AL,LARYNGOSCOPE       ,6515006165052,1, 77.43 , $77.43 ,19/01/2012
GU,LARYNGOSCOPE       ,6515006165052,1, 77.43 , $77.43 ,28/06/2012
GU,LARYNGOSCOPE       ,6515006165052,1, 77.43 , $77.43 ,28/06/2012
GU,LARYNGOSCOPE       ,6515006165052,1, 77.43 , $77.43 ,28/06/2012
GU,LARYNGOSCOPE       ,6515006165052,1, 77.43 , $77.43 ,28/06/2012
AZ,LARYNGOSCOPE,6515DSSCOPE00,1, 2257.88 ," $2,257.88 ",31/07/2012
AL,LARGE XLARGE UNIVERSAL PFD,422000LIFEVST,5,79.99, $399.95 ,12/12/2011
AL,LARGE UNIVERSAL PFD,422000LIFEVST,25,79.99," $1,999.75 ",12/12/2011
TX,LARGE REFRIGERATOR 10CF,4110DSREFRIG0,2, 400.00 , $800.00 ,15/06/2012
CA,LARGE PIN PUNCH,5120DSPUNCHOO,101, 1.00 , $101.00 ,17/05/2012
OH,LARGE PALLETS,3990DSMHEMISC,5,100.00, $500.00 ,09/12/2011
OH,LARGE PALLETS,3990DSMHEMISC,5,100.00, $500.00 ,09/12/2011
OH,LARGE PALLETS,3990DSMHEMIS,5,100.00, $500.00 ,09/12/2011
OH,LARGE PALLETS,3990DSMHEMISC,5,100.00, $500.00 ,09/12/2011
AL,LARGE MAILBOX,711000MAILBOX,6, 18.00 , $108.00 ,25/01/2012
TX,LARGE GARRET CONTAINER,814500LGCONT,1, 7300.00 ," $7,300.00 ",29/05/2012
TX,LARGE GARRET CONTAINER,814500LGCONT,1, 7300.00 ," $7,300.00 ",29/05/2012
TX,LARGE GARRET CONTAINER,814500LGCONT,1, 7300.00 ," $7,300.00 ",29/05/2012
TX,LARGE GARRET CONTAINER,814500LGCONT,1, 7300.00 ," $7,300.00 ",29/05/2012
TX,LARGE GARRET CONTAINER,814500LGCONT,1, 7300.00 ," $7,300.00 ",29/05/2012
GU,LARGE CABINET,711000CABINET,1,100.00, $100.00 ,10/11/2011
TN,LAPTOPS,7021DSLAPTOP2,4, 1266.00 ," $5,064.00 ",01/03/2012
TX,LAPTOPCASES,704500CASES,6, 70.00 , $420.00 ,06/01/2012
GA,LAPTOP TRAVEL CASES EMPTY,701000X981194,8, 100.00 , $800.00 ,12/01/2012
GA,LAPTOP TRAVEL CASES EMPTY,701000X981194,6,100.00, $600.00 ,21/12/2011
GA,LAPTOP TRAVEL CASES EMPTY,701000X981194,5, 100.00 , $500.00 ,04/01/2012
AL,LAPTOP TRAVEL CASES,701000X981194,9, 25.00 , $225.00 ,25/02/2012
TX,LAPTOP THINK PAD,702101C059558,51, 2748.00 ," $140,148.00 ",10/01/2012
CA,LAPTOP SOFT CASE,7045DSLAPCASE,10,20.00, $200.00 ,17/11/2011
AL,LAPTOP SMART CASE,703500LAPTOPB,1, 1280.00 ," $1,280.00 ",13/08/2012
KY,LAPTOP SERVICEABLE WIPED ONLY,702500Q672094,20, 1500.00 ," $30,000.00 ",12/04/2012
KY,LAPTOP SERVICEABLE WIPED ONLY,702500Q672094,3, 1500.00 ," $4,500.00 ",26/04/2012
TN,LAPTOP RUGGEDIIZED,7021DSRUGGEDI,5, 3509.00 ," $17,545.00 ",28/03/2012
RI,LAPTOP RUGGED,7021DSRUGGEDI,2,2200.00," $4,400.00 ",20/12/2011
CA,LAPTOP PENTIUM4 COMPAT,7021DSLAPTOP2,1, 1420.00 ," $1,420.00 ",21/02/2012
CA,LAPTOP PENTIUM M,7021DSLAPTOP2,2, 1315.00 ," $2,630.00 ",21/02/2012
WA,LAPTOP PANASONIC CF28,7021DSRUGGEDI,2,1366.00," $2,732.00 ",09/12/2011
IL,LAPTOP NO HHD DELL 610 630,7021DSLAPTOP2,3, 1210.75 ," $3,632.25 ",18/01/2012
CA,LAPTOP NO HHD DELL 610 630,7021DSLAPTOP2,2, 1210.75 ," $2,421.50 ",19/01/2012
TX,LAPTOP NO HHD,7021DSLAPTOP2,1, 1146.00 ," $1,146.00 ",18/01/2012
IL,LAPTOP NO HHD,7021DSLAPTOP2,1, 1000.00 ," $1,000.00 ",13/02/2012
IN,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,6, 1780.00 ," $10,680.00 ",15/02/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,2,2730.00," $5,460.00 ",29/12/2011
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,3, 981.00 ," $2,943.00 ",13/04/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,2, 800.00 ," $1,600.00 ",04/04/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,2, 800.00 ," $1,600.00 ",04/04/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,2, 800.00 ," $1,600.00 ",18/04/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,2, 800.00 ," $1,600.00 ",07/07/2012
IL,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 1093.00 ," $1,093.00 ",21/02/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 981.00 , $981.00 ,28/01/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 981.00 , $981.00 ,02/03/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 981.00 , $981.00 ,08/03/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 981.00 , $981.00 ,24/04/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 800.00 , $800.00 ,21/01/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 800.00 , $800.00 ,28/01/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 800.00 , $800.00 ,08/03/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 800.00 , $800.00 ,08/03/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 800.00 , $800.00 ,04/04/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 800.00 , $800.00 ,17/04/2012
MO,LAPTOP NO HD NO PWR SUPPLY,7021DSLAPTOP2,1, 800.00 , $800.00 ,17/04/2012
CA,LAPTOP NO HD NO PWR DELL,7021DSLAPTOP2,4, 1145.00 ," $4,580.00 ",12/04/2012
IL,LAPTOP NO HD NO PWR,7021DSLAPTOP2,12, 1093.00 ," $13,116.00 ",04/05/2012
MO,LAPTOP NO HD NO  PWR SUPPLY,7021DSLAPTOP2,7,5788.00," $40,516.00 ",29/12/2011
MO,LAPTOP NO HD NO  PWR SUPPLY,7021DSLAPTOP2,5,981.00," $4,905.00 ",29/12/2011
AL,LAPTOP NO HD 2 DELL 3 HP,7021DSLAPTOP2,5, 1093.00 ," $5,465.00 ",18/06/2012
CA,LAPTOP NO HD,7021DSLAPTOP2,15, 1046.00 ," $15,690.00 ",19/01/2012
CA,LAPTOP NO HD,7021DSLAPTOP2,13, 1146.00 ," $14,898.00 ",22/03/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,4, 3630.00 ," $14,520.00 ",13/02/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,10, 1216.00 ," $12,160.00 ",11/01/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,10, 1216.00 ," $12,160.00 ",11/01/2012
IN,LAPTOP NO HD,7021DSLAPTOP2,8, 1216.00 ," $9,728.00 ",24/01/2012
WV,LAPTOP NO HD,7021DSLAPTOP2,5, 1315.55 ," $6,577.75 ",21/02/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,5, 1216.00 ," $6,080.00 ",09/03/2012
KY,LAPTOP NO HD,7021DSLAPTOP2,5, 1093.00 ," $5,465.00 ",03/02/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,4, 1216.00 ," $4,864.00 ",02/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,4, 1216.00 ," $4,864.00 ",02/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,4, 1216.00 ," $4,864.00 ",11/09/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,2, 2198.00 ," $4,396.00 ",18/01/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,4, 1093.00 ," $4,372.00 ",13/02/2012
IN,LAPTOP NO HD,7021DSLAPTOP2,4, 1093.00 ," $4,372.00 ",15/02/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,3,1254.56," $3,763.68 ",09/11/2011
IL,LAPTOP NO HD,7021DSLAPTOP2,3, 1250.00 ," $3,750.00 ",05/09/2012
IN,LAPTOP NO HD,7021DSLAPTOP2,1, 3677.56 ," $3,677.56 ",24/01/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,3, 1216.00 ," $3,648.00 ",01/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,3, 1216.00 ," $3,648.00 ",09/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,3, 1216.00 ," $3,648.00 ",18/04/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,3, 1216.00 ," $3,648.00 ",27/07/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,3, 1216.00 ," $3,648.00 ",27/07/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,3, 1216.00 ," $3,648.00 ",30/10/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,1, 3630.00 ," $3,630.00 ",09/02/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,1, 3630.00 ," $3,630.00 ",09/02/2012
KY,LAPTOP NO HD,7021DSLAPTOP2,3, 1200.00 ," $3,600.00 ",21/02/2012
KY,LAPTOP NO HD,7021DSLAPTOP2,3, 1171.83 ," $3,515.49 ",03/02/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,3, 1146.00 ," $3,438.00 ",14/03/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,3, 1146.00 ," $3,438.00 ",14/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 3304.40 ," $3,304.40 ",18/04/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 3304.40 ," $3,304.40 ",27/07/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 3304.40 ," $3,304.40 ",27/07/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,1, 3181.00 ," $3,181.00 ",06/02/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,3, 1046.00 ," $3,138.00 ",18/01/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,1, 2991.00 ," $2,991.00 ",13/02/2012
KY,LAPTOP NO HD,7021DSLAPTOP2,2, 1400.00 ," $2,800.00 ",21/02/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,1, 2712.00 ," $2,712.00 ",24/02/2012
IN,LAPTOP NO HD,7021DSLAPTOP2,2, 1295.00 ," $2,590.00 ",15/02/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,2,1262.61," $2,525.22 ",09/11/2011
IL,LAPTOP NO HD,7021DSLAPTOP2,1, 2523.00 ," $2,523.00 ",27/01/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 2515.00 ," $2,515.00 ",13/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,2, 1250.00 ," $2,500.00 ",13/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,2, 1228.28 ," $2,456.56 ",09/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,2, 1216.00 ," $2,432.00 ",02/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,2, 1216.00 ," $2,432.00 ",09/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,2, 1216.00 ," $2,432.00 ",04/04/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,2, 1216.00 ," $2,432.00 ",12/04/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,2, 1216.00 ," $2,432.00 ",13/04/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,2, 1216.00 ," $2,432.00 ",18/04/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,2, 1216.00 ," $2,432.00 ",07/07/2012
WV,LAPTOP NO HD,7021DSLAPTOP2,2, 1200.00 ," $2,400.00 ",21/02/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,2, 1190.00 ," $2,380.00 ",09/03/2012
CA,LAPTOP NO HD,7021DSLAPTOP2,2, 1171.83 ," $2,343.66 ",22/03/2012
CA,LAPTOP NO HD,7021DSLAPTOP2,2, 1146.00 ," $2,292.00 ",19/01/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,2, 1146.00 ," $2,292.00 ",29/03/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,2, 1011.00 ," $2,022.00 ",06/06/2012
IN,LAPTOP NO HD,7021DSLAPTOP2,2, 1011.00 ," $2,022.00 ",15/02/2012
IN,LAPTOP NO HD,7021DSLAPTOP2,2, 1011.00 ," $2,022.00 ",15/02/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,1, 1480.50 ," $1,480.50 ",27/01/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1281.00 ," $1,281.00 ",05/09/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1,1250.00," $1,250.00 ",29/12/2011
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1250.00 ," $1,250.00 ",13/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1250.00 ," $1,250.00 ",18/04/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1247.68 ," $1,247.68 ",10/12/2012
KY,LAPTOP NO HD,7021DSLAPTOP2,1, 1222.00 ," $1,222.00 ",03/02/2012
IL,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",20/01/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",02/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",02/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",02/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",02/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",02/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",09/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",09/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",09/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",12/03/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",17/04/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",18/04/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",27/07/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",05/09/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1195.00 ," $1,195.00 ",07/07/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1,1146.00," $1,146.00 ",29/12/2011
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1146.00 ," $1,146.00 ",27/07/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1115.00 ," $1,115.00 ",05/04/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1115.00 ," $1,115.00 ",07/07/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1115.00 ," $1,115.00 ",13/11/2012
MO,LAPTOP NO HD,7021DSLAPTOP2,1, 1101.00 ," $1,101.00 ",13/03/2012
WV,LAPTOP NO HD,7021DSLAPTOP2,1, 1093.00 ," $1,093.00 ",03/02/2012
CA,LAPTOP NO HD,7021DSLAPTOP2,1, 1046.00 ," $1,046.00 ",19/01/2012
IL,LAPTOP NO HARD DRIVE NO PWR,7021DSLAPTOP2,1, 1093.00 ," $1,093.00 ",21/02/2012
MO,LAPTOP NO HARD DRIVE,7021DSLAPTOP2,3, 1619.00 ," $4,857.00 ",05/04/2012
MO,LAPTOP NO HARD DRIVE,7021DSLAPTOP2,3,1246.00," $3,738.00 ",23/12/2011
MO,LAPTOP NO HARD DRIVE,7021DSLAPTOP2,2, 1619.00 ," $3,238.00 ",30/10/2012
IL,LAPTOP NO HARD DRIVE,7021DSLAPTOP2,2, 1206.00 ," $2,412.00 ",18/01/2012
MO,LAPTOP NO HARD DRIVE,7021DSLAPTOP2,1,1248.00," $1,248.00 ",23/12/2011
TN,LAPTOP NO HARD DRIVE,7021DSLAPTOP2,1, 1146.00 ," $1,146.00 ",07/03/2012
TN,LAPTOP NO HARD DRIVE,7021DSLAPTOP2,1, 1011.00 ," $1,011.00 ",07/03/2012
IL,LAPTOP NO HARD DRIVE,7021DSLAPTOP2,1, 860.00 , $860.00 ,06/02/2012
MO,LAPTOP NO  HD,7021DSLAPTOP2,6, 1216.00 ," $7,296.00 ",02/03/2012
MO,LAPTOP NO  HD,7021DSLAPTOP2,2, 1216.00 ," $2,432.00 ",26/01/2012
MO,LAPTOP NO  HD,7021DSLAPTOP2,2, 1216.00 ," $2,432.00 ",18/04/2012
MO,LAPTOP NO  HD,7021DSLAPTOP2,1, 1216.00 ," $1,216.00 ",09/03/2012
GA,LAPTOP LOCKUP STATIC SAFE,7025LAPTOPLOC,4,1475.00," $5,900.00 ",14/12/2011
NC,LAPTOP KIT,7045DSLAPCASE,2, 200.00 , $400.00 ,23/02/2012
IL,LAPTOP IBM HP NO HD,7021DSLAPTOP2,5, 1254.56 ," $6,272.80 ",26/01/2012
AZ,LAPTOP GATEWAY MODEL M465G,7021DSLAPTOP2,2,1752.00," $3,504.00 ",22/12/2011
NM,LAPTOP DOCKING STATIONS,7045DOCKSTN,5, 150.00 , $750.00 ,05/06/2012
CA,LAPTOP DOCKING STANDS,703500LAPTOP,25, 50.00 ," $1,250.00 ",04/01/2012
CA,LAPTOP DOCKING STANDS,703500LAPTOP,20,50.00," $1,000.00 ",16/11/2011
GA,LAPTOP DELL PRECISION M65,702101C111782,9, 2684.54 ," $24,160.86 ",13/07/2012
AL,LAPTOP DELL PRECISION M65,702101C111782,5, 2684.54 ," $13,422.70 ",13/07/2012
TN,LAPTOP DELL LATITUDE C510,702100LAPTOPS,1,2500.00," $2,500.00 ",07/12/2011
CA,LAPTOP DELL D830,7021DSLAPTOP2,12, 1500.94 ," $18,011.28 ",19/06/2012
CA,LAPTOP DELL D830,7021DSLAPTOP2,12, 1391.15 ," $16,693.80 ",19/06/2012
CA,LAPTOP DELL D830,7021DSLAPTOP2,12, 1391.15 ," $16,693.80 ",19/06/2012
CA,LAPTOP DELL D830,7021DSLAPTOP2,11, 1500.94 ," $16,510.34 ",19/06/2012
CA,LAPTOP DELL D830,7021DSLAPTOP2,10, 1391.15 ," $13,911.50 ",19/06/2012
CA,LAPTOP DELL D830,7021DSLAPTOP2,7, 1500.94 ," $10,506.58 ",19/06/2012
CA,LAPTOP DELL,701000LAPTOP,1,5392.00," $5,392.00 ",13/10/2011
SC,LAPTOP DELL,701000LAPTOP,1,5392.00," $5,392.00 ",06/10/2011
SC,LAPTOP D830,7021DSLAPTOP2,1, 1100.00 ," $1,100.00 ",21/03/2012
SC,LAPTOP D800,7021DSLAPTOP2,1, 900.00 , $900.00 ,21/03/2012
SC,LAPTOP D800,7021DSLAPTOP2,1, 900.00 , $900.00 ,21/03/2012
SC,LAPTOP D800,7021DSLAPTOP2,1, 900.00 , $900.00 ,21/03/2012
SC,LAPTOP D800,7021DSLAPTOP2,1, 900.00 , $900.00 ,21/03/2012
SC,LAPTOP D800,7021DSLAPTOP2,1, 900.00 , $900.00 ,21/03/2012
SC,LAPTOP D800,7021DSLAPTOP2,1, 900.00 , $900.00 ,21/03/2012
GA,LAPTOP CPU,7021DSLAPTOP2,1, 1200.00 ," $1,200.00 ",19/04/2012
OH,LAPTOP CORE 2 DUO,702500LAPTOP,1,977.00, $977.00 ,09/12/2011
IN,LAPTOP COOLING PAD,704500COOLPAD,7, 35.30 , $247.10 ,06/04/2012
OH,LAPTOP COOLING PAD,704500COOLPAD,6, 35.30 , $211.80 ,02/04/2012
OH,LAPTOP COOLING PAD,704500COOLPAD,3, 35.30 , $105.90 ,02/04/2012
KY,LAPTOP COMPUTERS H D WIPED,7010DSLAPTOPS,20, 1014.82 ," $20,296.40 ",07/03/2012
TN,LAPTOP COMPUTERS H D WIPED,7010DSLAPTOPS,15, 1014.82 ," $15,222.30 ",07/03/2012
KY,LAPTOP COMPUTERS H D WIPED,7010DSLAPTOPS,10, 1014.82 ," $10,148.20 ",06/03/2012
TN,LAPTOP COMPUTERS H D WIPED,7010DSLAPTOPS,10, 1014.82 ," $10,148.20 ",08/03/2012
TN,LAPTOP COMPUTERS H D WIPED,7010DSLAPTOPS,10, 1014.82 ," $10,148.20 ",08/03/2012
TN,LAPTOP COMPUTERS H D WIPED,7010DSLAPTOPS,10, 1014.82 ," $10,148.20 ",15/03/2012
TN,LAPTOP COMPUTERS H D WIPED,7010DSLAPTOPS,8, 1014.82 ," $8,118.56 ",07/03/2012
KY,LAPTOP COMPUTERS H D WIPED,7010DSLAPTOPS,6, 1014.82 ," $6,088.92 ",07/03/2012
GA,LAPTOP COMPUTER RUGGEDIZED,702100RUGGEDI,2, 2475.00 ," $4,950.00 ",22/03/2012
CA,LAPTOP COMPUTER RUGGED,7021DSRUGGEDI,2,1000.00," $2,000.00 ",02/11/2011
AL,LAPTOP COMPUTER RUGGED,7021DSRUGGEDI,1, 363.00 , $363.00 ,15/08/2012
IL,LAPTOP COMPUTER CASES,7045DSLAPCASE,10,50.00, $500.00 ,09/11/2011
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,9,50.00, $450.00 ,22/11/2011
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,8, 50.00 , $400.00 ,09/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,6, 50.00 , $300.00 ,02/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,5, 50.00 , $250.00 ,24/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,5, 50.00 , $250.00 ,07/07/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,5, 50.00 , $250.00 ,01/11/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,4, 50.00 , $200.00 ,17/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,4, 50.00 , $200.00 ,18/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,4, 50.00 , $200.00 ,01/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,4, 50.00 , $200.00 ,02/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,4, 50.00 , $200.00 ,02/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,4, 50.00 , $200.00 ,12/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,4, 50.00 , $200.00 ,12/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,4, 50.00 , $200.00 ,11/05/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,17/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,18/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,28/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,28/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,02/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,09/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,09/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,04/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,04/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,12/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,13/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,18/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,18/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,3, 50.00 , $150.00 ,24/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,18/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,19/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,28/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,02/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,02/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,09/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,09/03/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,04/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,18/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,18/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,24/04/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,2, 50.00 , $100.00 ,07/07/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,1,50.00, $50.00 ,13/12/2011
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,1, 50.00 , $50.00 ,18/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,1, 50.00 , $50.00 ,19/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,1, 50.00 , $50.00 ,21/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,1, 50.00 , $50.00 ,21/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,1, 50.00 , $50.00 ,21/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,1, 50.00 , $50.00 ,21/01/2012
MO,LAPTOP COMPUTER CASES,7045DSLAPCASE,1, 50.00 , $50.00 ,02/03/2012
